Reporter Name,Partner Name,Trade Flow,Product Group,Indicator,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Singapore,Belgium,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,0.733078670698437,1.13074678034125,0.980680127447272,1.25630063181833,1.13483771984489,0,0.878628050747667,0.664213051239381,0.864159870702158,4.72940108271302,4.42972086286556,2.95537185621003,2.25946983090447,2.33058671040302,2.23351893940687,2.19365231037746,3.21162107796524,2.98913595380193,2.77774878982253,8.9539763029566,39.4968368037973,4.96279358871121,0,0
Singapore,Belgium-Luxembourg,Import,  All Products,AHS Weighted Average (%),1.52238721782707,,,,,,1.95011566762251,0.226357595303995,0.225660614723419,0.39185664285487,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,Belize,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,Benin,Import,  All Products,AHS Weighted Average (%),,,,,,,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,Bermuda,Import,  All Products,AHS Weighted Average (%),282.996564334794,,,,,,0,,,0,,0,0,0,0,,0,0,0,0,0,0,1.47452831205028,0,0,0,0.0345743196338868,0,0,0,0,0,0,0
Singapore,Bhutan,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0.271855287138204,0,0,0
Singapore,Bolivia,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,0,0,0,0,,,,,,,,,0,0.00604911803110728,0,0,0,0,0,0,0,0,0,0.0283079907487369
Singapore,Bosnia and Herzegovina,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,Botswana,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,Bouvet Island,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,,,0,0,,,0,0,0,,,,,,,,,,,,,
Singapore,Brazil,Import,  All Products,AHS Weighted Average (%),6.43489055527812,,,,,,0.00350743378041083,0.000847437045635248,0.000878726482497106,0.000720121591224061,0.00134508618717848,0.00136699220261245,0.000784971695258844,0.000168477932901207,0.00516043784386062,0,0.00000830306411485491,0.00282199422812828,0,0.00309751657438473,0.00522710798657561,0.00296969638899105,0.000059412644358929,0.0000522040839722462,0.00149320942999506,0.00146561976407605,0.000415029821695646,0.0000196392877085278,0.000623465043991695,0.00197480760243668,0.000979329972882319,0.000605677502279485,0.000581955482352647,0.000140414134893087
Singapore,British Indian Ocean Ter.,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,British Virgin Islands,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,Brunei,Import,  All Products,AHS Weighted Average (%),0.323458794879238,,,,,,0,0,0,0.0107349893714899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,Bulgaria,Import,  All Products,AHS Weighted Average (%),0.254061297087178,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.00136323828393655,0.00000555107649282459,0.00136102936131165,0,0,0,0,0.000000129509520888651,0.000000125719582139548,0.0660258968581166,0.0673298910747678,0.00000116834719581268,0.00000113193526349232,0,0,0,0
Singapore,Burkina Faso,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,0,0,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
Singapore,Burundi,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,Cambodia,Import,  All Products,AHS Weighted Average (%),,,,,,,0,0.00165637067492237,0.00164926760082965,0,0.00170020360730231,0.00178168342447577,0,0.0105737793854281,0,0,0.000155611697170612,0,0,0,0,0,0.000353601681535094,0,0,0,0,0,0,0,0,0,0,0
Singapore,Cameroon,Import,  All Products,AHS Weighted Average (%),0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.00225790867176058,0,0,0,0,0,0,0,0,0,0,0,0.0119185685719446,0,0,0
Singapore,Canada,Import,  All Products,AHS Weighted Average (%),0.760534216543695,,,,,,0.53893107517363,0.0201744971618342,0.0201827490625763,0.000638444651322849,0,0.000221282816300948,0.00023009720347489,0.0000429092453748609,0.000147017424988735,0,0.0145174273471356,0.00845226657630031,0.00600710961350317,0.0190791775298132,0.0303530063339251,0.0188632774180296,0.0299601747115322,0.00112974531946228,0.000114761905466452,0.000112707668422204,0.00109801670577405,0.00555075170259595,0.0366653720385623,0.11819271258772,0,0,0,0
Singapore,Cape Verde,Import,  All Products,AHS Weighted Average (%),,,,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,Cayman Islands,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,0,0,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,Central African Republic,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
Singapore,Chad,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
Singapore,Chile,Import,  All Products,AHS Weighted Average (%),0.000157566047920285,,,,,,0.00491878182859846,0,0,0,0,0,0,0.00000275075482914271,0.00160352561546514,0,0.00198150742278554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,China,Import,  All Products,AHS Weighted Average (%),4.84220047466,,,,,,0.567564906205828,0.0723657447264655,0.0734021979240663,0.0452301275857936,0.0340796384405885,0.0261958528543159,0.0215233380256265,0.0246775280661268,0.0264081760857623,0,0.00779803157089748,0.0183157283983705,0,0,0,0,0.0550831461549583,0,0,0,0,0,0,0,0,0,0,0
Singapore,Christmas Island,Import,  All Products,AHS Weighted Average (%),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,Cocos (Keeling) Islands,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
Singapore,Colombia,Import,  All Products,AHS Weighted Average (%),0.00257943476361677,,,,,,0.0639174937712467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152225097461654,0.00166420013314144,0.00163404705669235,0,0,0,0,0,0,0,0
Singapore,Comoros,Import,  All Products,AHS Weighted Average (%),0,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,"Congo, Dem. Rep.",Import,  All Products,AHS Weighted Average (%),,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
Singapore,"Congo, Rep.",Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,Cook Islands,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,0,0,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
Singapore,Costa Rica,Import,  All Products,AHS Weighted Average (%),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000002163911337841,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,Cote d'Ivoire,Import,  All Products,AHS Weighted Average (%),0.0210782446210225,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Singapore,Croatia,Import,  All Products,AHS Weighted Average (%),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000304173121366921,0.0176912902513914,0,0.00554209037011687,0.0161881424151795,0.0158991977436589,0.003749623462067,0.0140168782158541,0.00415898829421069,0.0134074617764916,0.111409438681144,0.0158971073085073,0,0
Singapore,Cuba,Import,  All Products,AHS Weighted Average (%),,,,,,,0,0,0,0,0,0,0,0,0,0,0.05117360473507,0.482933275317522,0.106418199035427,0,0.646135984517746,0,0.279402152030043,0,0,0,0,0.0214857443157074,0.00236509002406068,0.00762441532708693,0.00362692516577023,0,0,0
Singapore,Curaçao,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,Cyprus,Import,  All Products,AHS Weighted Average (%),28.4374320234206,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.00101518086536184,0,0.0000401461167466165,0,0.000210052947891313,0,0,0.00000199127812917238,0.00000193300579451925,0.000204643300073507,0.00109548614363238,0,0,0.00483463106086233,0,0,0
Singapore,Czech Republic,Import,  All Products,AHS Weighted Average (%),,,,,,,0.0138373116751557,0.00968279632563262,0.0096412732409952,0,0,0.0000861235440178877,0.00045899441154188,0.0000962911821629304,0.000317226296377979,0,0.00101157621787005,0.0000748540140395224,0,0.000209030305851924,0.00971099028349501,0.0203507821020516,0.357297439768287,0.100253082098834,0.0608840060368353,0.0597963130874619,0.207937070099422,0.26139021746766,0.2161573247043,0.696833187223867,1.7201968407711,0.28906685366755,0,0
Singapore,Czechoslovakia,Import,  All Products,AHS Weighted Average (%),1.74871034243951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,Denmark,Import,  All Products,AHS Weighted Average (%),0.290765253167,,,,,,2.7684003589941,0.14397572812739,0.143358311820807,0.0698006214366481,0.0472417397222719,0.00523463557495718,0.0143556190313334,0.0445285752279474,0.0393141390022463,0,0.000964933778034628,0.000715967808170965,0.160909339089324,0.0491437247746582,0.00684141045568982,0.0102629113820968,0.101764591451181,0.162588244088673,2.01241181500567,1.97649108702307,0.799947111105493,0.516019986344136,0.321891114049914,1.03769053974593,0.450802886622337,0.104116252232453,0,0
Singapore,Djibouti,Import,  All Products,AHS Weighted Average (%),0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,Dominica,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,Dominican Republic,Import,  All Products,AHS Weighted Average (%),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000595632108001266,0.0000578201658171525,0,0,0,0,0,0,0,0
Singapore,East Asia & Pacific,Import,  All Products,AHS Weighted Average (%),1.69307828453624,,,,,,0.424047811465065,0.0691091916772581,0.0690244266733395,0.0709173972794752,0.0665409039853036,0.0498204564389678,0.053291669931152,0.0460957061214038,0.00682100875448093,0,0.0312858967450188,0.00867214369844913,0.0000315296021871007,0.00019759387155313,0.00087290165576629,0.00031706281523086,0.20543226754137,0.000256206724707372,0.00132520763997476,0.00130147343229372,0.00416166351412014,0.00443164177370054,0.0044986333705074,0.0145019326105243,0.0363914591350246,0.0000302573788502753,0.0000303818315991564,0.00000601368682208886
Singapore,East Timor,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,0,0,0,,,,,,,,,0,0,0,0,0,0,0.00119888925665142,0.00386489712057506,0.000870012751950908,0.0938849279918638,0.0927551006689524,0
Singapore,Ecuador,Import,  All Products,AHS Weighted Average (%),0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000593048280982328,0,0,0,0,0,0,0,0,0,0,0
Singapore,"Egypt, Arab Rep.",Import,  All Products,AHS Weighted Average (%),0.85345600616015,,,,,,0,0.00194860885636321,0.00194025256673912,0,0,0.000703324679719823,0,0,0.0151660233432561,0,0.0438564364516945,0.0329537806759032,0.243226217965268,2.48961730181628,1.95620986573124,1.14067634992756,1.07572866789975,0.345715005830468,0.247092118971166,0.242681733312309,0.000731587542072329,0,0.00186377783473077,0.00600831940638282,0.00261547342313379,0.00167476032427026,0.00170701291304044,0
Singapore,El Salvador,Import,  All Products,AHS Weighted Average (%),,,,,,,4.15112884703184,0,0,0,0,0,0,0,0,0,0,0.000729854499276345,0,0,0,0,0.417970245303923,0,0,0,0,0,0,0,0,0,0,0
Singapore,Equatorial Guinea,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,Eritrea,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,0,0,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,Estonia,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,0,0,0,0,,,,,,,,0,2.46354975913529,1.56979893190578,5.03581615690432,4.94593109115828,7.37472077192793,0.00132445987363337,0,0,0,0.180572376785576,0,0
Singapore,Eswatini,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116884773906402,0.114798479399228,0,0,0,0,0,0,0,0
Singapore,Ethiopia(excludes Eritrea),Import,  All Products,AHS Weighted Average (%),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205169036599197,0,0,0
Singapore,Ethiopia(includes Eritrea),Import,  All Products,AHS Weighted Average (%),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,Europe & Central Asia,Import,  All Products,AHS Weighted Average (%),8.67861447120077,,,,,,0.398428455339513,0.0531287180721238,0.0530324783224681,0.0267033823412833,0.0581676211546826,0.0585716221587029,0.0637097353636076,0.0802426499487601,0.090430477995553,0,0.0549136473121464,0.0464468446139254,0.0492985012953842,0.286134184958102,0.305989197622744,0.284912680734139,0.303431544802988,0.341507462272096,0.434915924116752,0.427137949160979,0.414106567498992,0.376209799376011,0.35661580756492,1.14769302169849,2.18020307969568,0.319150162814065,0.00100458044872977,0.000188803615241158
Singapore,Faeroe Islands,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,0,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.926880672707715
Singapore,Falkland Island,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,0,0,0
Singapore,Fiji,Import,  All Products,AHS Weighted Average (%),1.85890145665815,,,,,,0,0,0,0,0,0,0.0694493525393827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162800563266189,0.433843573586069,1.39859521555486,3.39518039880183,0.184314489958664,0.182516865041765,0.122689410015928
Singapore,Finland,Import,  All Products,AHS Weighted Average (%),0.258589617644384,,,,,,0.0115136519960758,0.00100458526594898,0.00102988977901727,0,0,0.00238381147078862,0.000615937563632193,0.00385699091649482,0.000595518197759065,0,0.000469321765743197,0.000431945876428806,0,0,0.0000947714217884646,0.00134831709788874,0.000615096633602317,0.000940338411975679,0.000510204141936817,0.000499387822411966,0.000737087606776059,0.0000494618797841941,0.00528332307885907,0.0170296298941012,0.0328706401223206,0.133302393038367,0,0
Singapore,Fm Sudan,Import,  All Products,AHS Weighted Average (%),0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Singapore,Fr. So. Ant. Tr,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,,,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,0,0,0
Singapore,France,Import,  All Products,AHS Weighted Average (%),22.4132021011004,,,,,,0.177575668760989,0.00209340760250728,0.00215892638295527,0.00254401651583136,0.00842399803489352,0.00260999318831839,0.00296407963138701,0.00270586958129904,0.00193395993431753,0,0.00170413735759175,0.00240719182971803,0.0014224805469785,0.00761556170331802,0.0211844902109494,0.0526496713807302,0.0676024336783286,0.108862119636947,0.0575614387461508,0.0565206383272521,0.041440873791479,0.0305697493258508,0.0208703420116161,0.065200519560982,0.148341522225401,0.035397145461865,0,0
Singapore,French Polynesia,Import,  All Products,AHS Weighted Average (%),0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.483421364901385,1.55842070555402,0,0,0,0
Singapore,Gabon,Import,  All Products,AHS Weighted Average (%),0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108032010474506,0,0,0,0,0,0
Singapore,"Gambia, The",Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,Georgia,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0.368012472309198,0,0,0,20.3784613529259,0.286413718965928,0.286044677582067,0.424112150700916
Singapore,German Democratic Republic,Import,  All Products,AHS Weighted Average (%),0.12770817820098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,Germany,Import,  All Products,AHS Weighted Average (%),2.51337415143822,,,,,,0.252062077483586,0.0242911468065453,0.024191038939384,0.0252061407207096,0.0194990335378353,0.0142979109802873,0.0181269825272325,0.019939939845065,0.0351157490814409,0,0.0297281295982911,0.0348907042763949,0.0486607682385747,0.359582069988744,0.528248151862976,0.585078731272096,0.529615934907845,0.511668468060546,0.536155255987468,0.526566721485609,0.418934968775545,0.381462013971713,0.437465925286668,1.40751339545891,2.65479919646183,0.25520538495206,0,0
Singapore,Ghana,Import,  All Products,AHS Weighted Average (%),0,,,,,,0,0,0,0,0,0,0,0,0,0,0.00247319483999037,0,0,0,0,0,0.00223714540327579,0.00146171456533892,0.00308884674369104,0.00303371343779077,0,0,0.000971675135126645,0.00313241978860877,0,0.000808568265994305,0.000830126725041116,0
Singapore,Gibraltar,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,Greece,Import,  All Products,AHS Weighted Average (%),3.60195723461059,,,,,,0.0857938041956413,0.00475101120295404,0.00492643009198004,0.00429450444254202,0.00319954725369725,0.0990709474376617,0.459780362325323,0.474804983701167,0.0590437230771654,0,0.00291702487192707,0.00153968560453321,0.10659655327183,0.00123068406356724,0.00256639134225684,0.00440792968060546,0.00247833741095819,0.00411765540516643,0.00612958976399632,0.00601913951324075,0.0181096379400829,0.0444996185215059,0.0363859829362963,0.116389449968577,3.83335272532251,0.281055506950323,0,0
Singapore,Greenland,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,0,0,0
Singapore,Grenada,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,0,,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
Singapore,Guam,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0460579236259192,0.0452358285842712,0,0,0,0,0,0,0,0
Singapore,Guatemala,Import,  All Products,AHS Weighted Average (%),0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000535573287842506,0,0,0,0,0.0000111317895747858,0.00000982322166808142,0
Singapore,Guinea,Import,  All Products,AHS Weighted Average (%),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,Guinea-Bissau,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0
Singapore,Guyana,Import,  All Products,AHS Weighted Average (%),,,,,,,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,Haiti,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.00201772860796965
Singapore,Holy See,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
Singapore,Honduras,Import,  All Products,AHS Weighted Average (%),0.239391255410283,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000952661821854089,0,0,0,0,0,0,0
Singapore,"Hong Kong, China",Import,  All Products,AHS Weighted Average (%),4.41389160190682,,,,,,3.35627766856336,0.51514042336354,0.513169477718538,0.557813682028603,0.158801580535284,0.000597462810835447,0.000214880730211725,0.000584713090169732,0.00144345707228066,0,0.0106069528007858,0.00367893239849067,0.00111431069836186,0.00892921534064868,0.039590345711127,0.0165578823650233,0.00858224534071766,0.0154428485054788,0.0782608900517431,0.0768592531690822,0.233675210222313,0.254284794326935,0.165634367563643,0.533958823920608,1.53033225105266,0,0,0
Singapore,Hungary,Import,  All Products,AHS Weighted Average (%),0.0552580184566172,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000074212726018857,0,0,0,0,0.051462194395556,0,0,0,0.0000577425819167111,0,0
Singapore,Iceland,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,India,Import,  All Products,AHS Weighted Average (%),1.22625747399738,,,,,,0.00455900111658351,0.00751139653073283,0.00749548735163684,0.0577420814725709,0.0329124052581657,0.0181234687022071,0.0325132612797034,0.0450217983516048,0.0381587320915351,0,0.0196689404502847,0.0183614972450836,0,0,0,0,0.301254631539114,0,0,0,0,0,0,0,0,0,0,0
Singapore,Indonesia,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,,,0,0,0.00442536458681644,0,0,0,0,0,0.00808441051528478,0,0,0,0,0,0,0,0,0,0,0
Singapore,"Iran, Islamic Rep.",Import,  All Products,AHS Weighted Average (%),1.58888059182941,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.00000254942377253452,0,0,0,,0,0,0,0.0972811407596316,0.00194720776430218,0,0,0,0,0,0
